pipeline_id,run_id,timestamp,ci_tool,repository,branch,commit_hash,author,language,os,cloud_provider,build_duration_sec,test_duration_sec,deploy_duration_sec,failure_stage,failure_type,error_code,error_message,severity,cpu_usage_pct,memory_usage_mb,retry_count,is_flaky_test,rollback_triggered,incident_created,result,commit_size,files_changed,warnings,tests_failed,previous_failure_rate
jenkins-reporting-dashboard-pr-validation,reporting-dashboard/hotfix-urgente#29688,2026-05-29T01:28:00,Jenkins,reporting/reporting-dashboard,hotfix/urgente,a053e3cbe2391d529e00a7bff8a497a47f526a6c,junior_juan,Rust,ubuntu-latest,Azure,1195,796,706,test,Resource Exhaustion,JAVA_HEAP_SPACE,[Pipeline] stage(test) | [Pipeline] sh | npm run build | FATAL ERROR: Reached heap limit Allocation failed - JavaScript heap out of memory | address=0x60882d1e5204,HIGH,89.7,23642,3,False,False,False,FAIL,37,33,11,0,0.401
circleci-auth-service-pr-validation,6b5b5298-140a-5e80-a2ae-6e357019a927,2026-04-03T22:56:00,CircleCI,security/auth-service,bugfix/payment-webhook,c01512a3685cfa587979e04e4d9750da97c0d4fd,renovate[bot],Java,windows-latest,GCP,1482,1279,0,test,Test Failure,JUNIT_TEST_FAILURE,CircleCI step test | working_directory=~/project/auth-service | 2026-04-03 22:56:00 /home/jenkins/workspace/auth-service/src/main/java/com/company/notifications/Service.java:8: AssertionError: expected HTTP 200 but got 500 for GET /api/reports | failing test=test_login.py | Error: Process completed with exit code 1 | Exited with code 1,MEDIUM,67.49,13270,1,False,False,False,FAIL,74,22,10,14,0.331
gitlab-data-ingestion-service-security-scan,pipeline/994470/job/2351842,2026-04-25T17:17:00,GitLab CI,data/data-ingestion-service,feature/auth-jwt,448e0d1d820f9b9de93b0f9ac354e4071877e94e,data_pipeline_bot,Go,ubuntu-latest,Azure,905,834,258,test,Resource Exhaustion,ENOSPC,Running with gitlab-runner 17.x | stage=test | $ make test | javac | java.lang.OutOfMemoryError: Java heap space during test compilation; MAVEN_OPTS=-Xmx1024m,HIGH,83.48,20503,2,False,False,False,FAIL,86,14,13,0,0.812
gitlab-model-serving-platform-pr-validation,pipeline/982873/job/2326327,2026-04-04T19:37:00,GitLab CI,platform/model-serving-platform,develop,3fc59223da738436ff9046f453659578b997450f,renovate[bot],Python,ubuntu-latest,GCP,1293,1040,1169,build,Timeout,JOB_TIMEOUT,Running with gitlab-runner 17.x | stage=build | $ make build | pytest tests/integration --timeout=300 | TimeoutExpired: test suite exceeded 300 seconds while waiting for service at https://model-serving-platform.staging.internal.example.com/healthz,MEDIUM,85.81,17806,2,False,False,True,FAIL,12,13,3,0,0.607
gitlab-deploypilot-ai-pr-validation,pipeline/993027/job/2348668,2026-04-23T03:34:00,GitLab CI,devops/deploypilot-ai,release/2026.07,922192dfb4656adb163be69432c7b4432c28c0ef,akash_mlops,NodeJS,windows-latest,AWS,1647,826,1045,build,Configuration Error,INVALID_WORKFLOW_YAML,"Running with gitlab-runner 17.x | stage=build | $ make build | terraform plan | Error: Missing required variable ""container_image""; set TF_VAR_container_image before deployment | ERROR: Job failed: exit code 1",HIGH,87.08,5690,2,False,False,False,FAIL,22,7,8,0,0.879
circleci-notification-service-deploy-staging,5c56c58a-542d-5da6-a365-999cd441c51a,2026-04-15T07:09:00,CircleCI,messaging/notification-service,ci/cd-proyecto,dac4893a286a0b0a4742cd11db9b766447467a23,maria_sre,Java,macos-latest,AWS,1370,352,1054,build,Dependency Error,GO_SUM_MISMATCH,CircleCI step build | working_directory=~/project/notification-service | mvn dependency:resolve | Could not find artifact com.company:models-client:jar:2.7.14 in internal-nexus (https://nexus.internal.example.com/repository/maven-public),HIGH,89.33,23893,1,False,False,False,FAIL,26,15,1,0,0.802
gha-inventory-sync-worker-security-scan,118000891145-1,2026-05-06T14:09:00,GitHub Actions,ops/inventory-sync-worker,feature/auth-jwt,f1dc45a2d558999a3b90ecc1ae9da153821e19cf,maria_sre,C++,ubuntu-latest,Azure,1676,2112,482,deploy,Timeout,JOB_TIMEOUT,Run deploy job on ubuntu-latest | ##[group]refs/heads/feature/auth-jwt | mvn -B test | Build timed out after 20 minutes; last log line from Surefire: waiting for forked JVM,MEDIUM,65.02,12426,4,False,False,True,FAIL,14,18,13,0,0.269
circleci-risk-scoring-service-security-scan,a90931f0-1ceb-52d8-b178-edd79ce327dd,2026-04-27T23:18:00,CircleCI,risk/risk-scoring-service,dependabot/npm_and_yarn/lodash-4.17.21,9b933e86e3e3c3c3aa896a2908e331a2bb2a80b2,sara_platform,Rust,macos-latest,GCP,178,449,488,deploy,Deployment Failure,HELM_UPGRADE_FAILED,CircleCI step deploy | working_directory=~/project/risk-scoring-service | kubectl rollout status deployment/risk-scoring-service -n platform-staging --timeout=180s | error: deployment exceeded its progress deadline | image=123456789012.dkr.ecr.us-east-1.amazonaws.com/risk-scoring-service:9b933e86,HIGH,56.61,3455,1,False,False,False,FAIL,14,33,10,0,0.22
circleci-order-fulfillment-service-build-test-deploy,91a03667-606f-57af-9fb0-c8bcea7a0fda,2026-05-07T20:54:00,CircleCI,commerce/order-fulfillment-service,release/2026.06,8292324de091687d5d3b680022ea160025971b5c,release_manager,NodeJS,macos-latest,Azure,834,100,707,test,Dependency Error,GO_SUM_MISMATCH,CircleCI step test | working_directory=~/project/order-fulfillment-service | job failed before post-step summary was published; check previous console lines for the first error | run_id=91a03667-606f-57af-9fb0-c8bcea7a0fda | Exited with code 1,MEDIUM,39.36,4219,1,False,False,False,FAIL,31,22,8,0,0.917
ado-recsys-clickthrough-service-nightly-regression,20260617.25,2026-05-04T18:26:00,Azure DevOps,mlops/recsys-clickthrough-service,release/2026.07,d5b88ea6a2ab2c5e91967025e50ee5d373de0eed,release_manager,Java,ubuntu-latest,AWS,806,246,994,build,Permission Error,GCP_IAM_DENIED,##[section]Starting: build | Agent job on Azure Pipelines | gh api repos/mlops/recsys-clickthrough-service/actions/secrets | HTTP 403: Resource not accessible by integration; GITHUB_TOKEN requires actions:write | ##[error]Bash exited with code 1,CRITICAL,95.21,6202,1,False,False,False,FAIL,57,29,3,0,0.777
jenkins-web-portal-security-scan,web-portal/develop#28832,2026-06-10T05:47:00,Jenkins,web/web-portal,develop,84c63db4ceaac38230818575cfae2459cc695c50,release_manager,Go,ubuntu-latest,On-Prem,675,1286,0,build,Build Failure,RUST_E0432,[Pipeline] stage(build) | [Pipeline] sh | cargo build --release | error[E0432]: unresolved import crate::auth at /builds/web-portal/reports/handler.go:192:53 | script returned exit code 1,CRITICAL,41.65,11776,3,False,False,False,FAIL,38,43,12,0,0.566
ado-push-notification-worker-pr-validation,20260622.26,2026-05-11T22:36:00,Azure DevOps,mobile/push-notification-worker,ci/cd-proyecto,70db68a4b64027e53f193afc6b5600f6886fd112,junior_juan,Rust,windows-latest,AWS,915,258,195,build,Security Scan Failure,TRIVY_CRITICAL_CVE,##[section]Starting: build | Agent job on Azure Pipelines | trivy image --exit-code 1 ghcr.io/push-notification-worker:70db68a4 | CRITICAL CVE-2024-4057 found in openssl package; fixed version available | ##[error]Bash exited with code 1,CRITICAL,64.3,18842,1,False,False,False,FAIL,69,2,8,0,0.704
ado-energy-forecasting-pipeline-pr-validation,20260623.27,2026-05-26T11:06:00,Azure DevOps,mlops/energy-forecasting-pipeline,bugfix/payment-webhook,e519c2b9af846f2b4e3ab42f86a132ad8978a57c,platform_admin,Python,macos-latest,AWS,785,71,472,test,Dependency Error,GO_SUM_MISMATCH,##[section]Starting: test | Agent job on Azure Pipelines | npm ci | npm ERR! code ETARGET | npm ERR! notarget No matching version found for guava@9.99.9 | package-lock.json out of sync | ##[error]Bash exited with code 1,HIGH,93.15,19691,0,False,False,False,FAIL,56,28,6,0,0.402
jenkins-push-notification-worker-security-scan,push-notification-worker/dependabot-npm-and-yarn-#29840,2026-05-14T08:28:00,Jenkins,mobile/push-notification-worker,dependabot/npm_and_yarn/lodash-4.17.21,b7b38dfe5334c265b8cff4cd5621cb09e73fc696,qa_automation,C++,macos-latest,On-Prem,419,571,0,test,Test Failure,JUNIT_TEST_FAILURE,"[Pipeline] stage(test) | [Pipeline] sh | npm test -- --runInBand | FAIL src/auth/service.spec.ts | Expected mock function to have been called once, received 0 calls",HIGH,35.51,20426,1,False,False,False,FAIL,84,8,12,4,0.287
gha-feature-store-release,118000830245-2,2026-04-21T15:24:00,GitHub Actions,mlops/feature-store,hotfix/urgent-rollout,4cc3aafa2b8153bbaf083037e5d1bc7f66ef3bc9,nimal_backend,NodeJS,ubuntu-latest,On-Prem,403,1114,3,test,Network Error,ECONNRESET,Run test job on ubuntu-latest | ##[group]refs/heads/hotfix/urgent-rollout | apt-get update | Temporary failure resolving archive.ubuntu.com; runner network check failed | Error: Process completed with exit code 1,MEDIUM,84.25,12875,3,False,False,False,FAIL,49,42,13,0,0.731
jenkins-rag-qa-service-pr-validation,rag-qa-service/master#26270,2026-05-18T04:21:00,Jenkins,platform-team/rag-qa-service,master,8756ffd2f57fdc7b07bdd42b06648a0120ad9481,nimal_backend,NodeJS,ubuntu-latest,AWS,1228,1240,0,test,Test Failure,CPP_GTEST_FAILED,[Pipeline] stage(test) | [Pipeline] sh | go test ./... | --- FAIL: TestPaymentWebhook (0.3s) | handler_test.go:176: got nil response body | script returned exit code 1,HIGH,41.37,15431,3,True,False,False,FAIL,65,10,2,12,0.346
ado-search-api-build-test-deploy,20260601.27,2026-05-22T01:49:00,Azure DevOps,search/search-api,dependabot/npm_and_yarn/lodash-4.17.21,f3f5c2220890945c0e878143a0d82b6dfd8427d6,carlos_dev,Java,macos-latest,AWS,1757,299,1118,deploy,Security Scan Failure,OWASP_DEP_CHECK_FAIL,##[section]Starting: deploy | Agent job on Azure Pipelines | trivy image --exit-code 1 123456789012.dkr.ecr.us-east-1.amazonaws.com/search-api:f3f5c222 | CRITICAL CVE-2024-3902 found in openssl package; fixed version available | ##[error]Bash exited with code 1,HIGH,67.01,12389,2,False,False,False,FAIL,82,33,19,0,0.403
gha-rag-qa-service-pr-validation,118000823970-2,2026-04-20T04:56:00,GitHub Actions,platform-team/rag-qa-service,main,14c8898e6b0f405844fa549fdbc5ee8c6842e3df,renovate[bot],Python,macos-latest,Azure,895,188,0,test,Test Failure,CARGO_TEST_FAILED,Run test job on ubuntu-latest | ##[group]refs/heads/main | command returned non-zero status during test; detailed tool output was written above and summary artifact was not created | sha=14c8898e | Error: Process completed with exit code 1,MEDIUM,59.48,7343,0,False,False,False,FAIL,68,43,9,6,0.451
circleci-helm-charts-build-test-deploy,ab55b1e2-376e-5c0f-baad-270e61b8c6ce,2026-03-31T14:59:00,CircleCI,infra/helm-charts,ci/cd-proyecto,ba55fe3181a96eb13a4d1ae861e2155c3ac01dd3,security_scan_bot,C++,self-hosted-linux,On-Prem,379,220,72,test,Timeout,TEST_TIMEOUT,CircleCI step test | working_directory=~/project/helm-charts | pytest tests/integration --timeout=300 | TimeoutExpired: test suite exceeded 300 seconds while waiting for service at https://helm-charts.staging.internal.example.com/healthz | Exited with code 1,HIGH,75.08,3314,1,False,False,False,FAIL,10,5,3,0,0.114
circleci-deploypilot-ai-deploy-staging,3792f28c-d5c2-581f-a734-dedd454c8dfd,2026-05-18T15:12:00,CircleCI,devops/deploypilot-ai,feature/auth-jwt,3df73c1472feb97d53217713cee9d701d9e6c53c,dependabot[bot],Rust,self-hosted-linux,On-Prem,616,514,13,deploy,Network Error,TLS_HANDSHAKE_TIMEOUT,CircleCI step deploy | working_directory=~/project/deploypilot-ai | curl -fsS https://deploypilot-ai.dev.internal.example.com/healthz | OpenSSL SSL_connect: Connection reset by peer in connection to 10.78.17.78:4696 | Exited with code 1,MEDIUM,45.24,13932,4,False,False,False,FAIL,45,19,15,0,0.186
gha-rag-qa-service-security-scan,118000961620-2,2026-05-23T17:37:00,GitHub Actions,platform-team/rag-qa-service,feature/auth-jwt,a23375913d626ea605187a8d1cf0bb9451210d80,carlos_dev,C++,ubuntu-latest,AWS,2950,2096,529,test,Timeout,DEPLOY_TIMEOUT,Run test job on ubuntu-latest | ##[group]refs/heads/feature/auth-jwt | npm ci | command timed out after 600000ms during postinstall script for gin-gonic/gin,MEDIUM,94.52,14223,3,False,False,True,FAIL,86,43,3,0,0.868
gitlab-customer-profile-api-build-test-deploy,pipeline/987182/job/2335797,2026-04-12T15:29:00,GitLab CI,core/customer-profile-api,develop,f58c93ee76411a197235bf370b4740bc07b50fe8,devops-bot,Rust,ubuntu-latest,Azure,996,132,1146,build,Dependency Error,CARGO_CRATE_NOT_FOUND,Running with gitlab-runner 17.x | stage=build | $ make build | mvn dependency:resolve | Could not find artifact com.company:payments-client:jar:2.7.14 in internal-nexus (https://nexus.internal.example.com/repository/maven-public),MEDIUM,51.63,9673,0,False,False,False,FAIL,60,24,1,0,0.421
gha-notification-service-pr-validation,118000871155-1,2026-05-01T16:50:00,GitHub Actions,messaging/notification-service,bugfix/flaky-login-test,5d30757b89812e8554de5871b596946d5ec03b74,devops-bot,Rust,macos-latest,Azure,1466,575,0,build,Build Failure,RUST_E0432,Run build job on ubuntu-latest | ##[group]refs/heads/bugfix/flaky-login-test | cmake --build build | undefined reference to `ValidateToken()` | collect2: error: ld returned 1 exit status | Error: Process completed with exit code 1,CRITICAL,89.3,11741,1,False,False,False,FAIL,72,9,7,0,0.875
gha-deploypilot-ai-pr-validation,118001085549-3,2026-06-03T06:45:00,GitHub Actions,devops/deploypilot-ai,release/2026.07,d4448d62488496a28cd2232731d3576da260ea09,nimal_backend,Java,ubuntu-latest,Azure,891,1036,64,build,Permission Error,GCP_IAM_DENIED,Run build job on ubuntu-latest | ##[group]refs/heads/release/2026.07 | aws ecr get-login-password | An error occurred (AccessDeniedException): User arn:aws:sts::123456789012:assumed-role/github-actions is not authorized to perform ecr:GetAuthorizationToken | Error: Process completed with exit code 1,CRITICAL,90.11,2733,0,False,False,False,FAIL,71,2,2,0,0.479
jenkins-reporting-dashboard-nightly-regression,reporting-dashboard/hotfix-urgente#29025,2026-06-11T23:40:00,Jenkins,reporting/reporting-dashboard,hotfix/urgente,328f559237712c1997f7d331faf8221b59ab1373,github-actions[bot],NodeJS,macos-latest,On-Prem,606,1102,1014,deploy,Deployment Failure,K8S_ROLLOUT_TIMEOUT,[Pipeline] stage(deploy) | [Pipeline] sh | AWS ALB target group health check failed: target 10.25.148.205:4267 unhealthy after deployment; CodeDeploy marked revision failed | script returned exit code 1,HIGH,46.27,18844,1,False,True,False,FAIL,52,24,6,0,0.47
jenkins-web-portal-security-scan,web-portal/feature-auth-jwt#24632,2026-05-03T05:56:00,Jenkins,web/web-portal,feature/auth-jwt,b23eda5c7447cdc20ef90a763fdbe14b8900d7c6,devops-bot,Java,macos-latest,AWS,1251,1028,885,build,Resource Exhaustion,NODE_HEAP_OUT_OF_MEMORY,[Pipeline] stage(build) | [Pipeline] sh | cargo test --release | runner CPU throttled for 300s; job exceeded resource quota on self-hosted runner,CRITICAL,96.97,11654,1,False,False,False,FAIL,90,10,13,0,0.22
gha-kafka-stream-processor-build-test-deploy,118000913002-3,2026-05-11T19:38:00,GitHub Actions,data/kafka-stream-processor,feature/order-events,7a5a9ea976cf9f7a7301741635d44673cb1f4f7a,isuru_devops,Rust,windows-latest,Azure,850,340,0,test,Test Failure,PYTEST_ASSERTION,Run test job on ubuntu-latest | ##[group]refs/heads/feature/order-events | 2026-05-11 19:38:00 /workspace/kafka-stream-processor/src/deploy.rs:148: AssertionError: expected HTTP 200 but got 500 for GET /api/search | failing test=test_login.py | Error: Process completed with exit code 1 | Error: Process completed with exit code 1,MEDIUM,42.86,4809,2,True,False,False,FAIL,20,44,11,17,0.633
gha-push-notification-worker-deploy-staging,118001107606-1,2026-04-19T09:48:00,GitHub Actions,mobile/push-notification-worker,master,05e06baba2a4dd75b2cb84c9524bfcdd8dfe9327,platform_admin,C++,macos-latest,GCP,919,2139,339,test,Timeout,DEPLOY_TIMEOUT,Run test job on ubuntu-latest | ##[group]refs/heads/master | npm ci | command timed out after 600000ms during postinstall script for guava | Error: Process completed with exit code 1,HIGH,66.6,19243,2,False,False,False,FAIL,51,34,11,0,0.296
circleci-user-session-service-release,9df5f4a4-a5b4-5af5-af9e-e2fa4f5f846d,2026-05-05T13:27:00,CircleCI,platform/user-session-service,ci/cd-proyecto,3afdcdfd54521526686ac04e04e5d6cd3aae3a9b,devops-bot,Go,ubuntu-latest,Azure,1649,802,0,test,Test Failure,JUNIT_TEST_FAILURE,CircleCI step test | working_directory=~/project/user-session-service | 2026-05-05 13:27:00 /builds/user-session-service/models/handler.go:158: AssertionError: expected HTTP 200 but got 500 for GET /api/users | failing test=test_checkout.py | Error: Process completed with exit code 1 | Exited with code 1,HIGH,78.87,6617,3,False,False,False,FAIL,84,30,15,14,0.385
circleci-push-notification-worker-release,42a8ab97-92c0-5192-8ed9-5f9b92e5e4fc,2026-05-16T10:11:00,CircleCI,mobile/push-notification-worker,feature/order-events,474454ca7083c8a9719ea8794197b82f8eb4c4b6,devops-bot,Java,windows-latest,Azure,129,1101,49,build,Dependency Error,MAVEN_DEPENDENCY_RESOLUTION,CircleCI step build | working_directory=~/project/push-notification-worker | pip install -r requirements.txt | ERROR: Cannot install fastapi==0.110.0 and pydantic==1.10.2 because these package versions have conflicting dependencies | Exited with code 1,MEDIUM,83.91,18860,2,False,False,False,FAIL,45,21,1,0,0.765
jenkins-helm-charts-pr-validation,helm-charts/ci-cd-proyecto#26735,2026-05-22T07:06:00,Jenkins,infra/helm-charts,ci/cd-proyecto,ed8eb2b19e7e70941dee992716656b6cac35255b,sara_platform,Java,windows-latest,AWS,1693,1409,696,deploy,Deployment Failure,ROLLBACK_REQUIRED,[Pipeline] stage(deploy) | [Pipeline] sh | AWS ALB target group health check failed: target 10.242.110.171:4631 unhealthy after deployment; CodeDeploy marked revision failed,CRITICAL,64.25,13354,1,False,True,False,FAIL,81,9,11,0,0.51
ado-ci-templates-build-test-deploy,20260612.25,2026-05-04T03:57:00,Azure DevOps,devops/ci-templates,main,9d20348456e63186fe8dfd2528cb6b4e7f3eb21f,data_pipeline_bot,Go,ubuntu-latest,AWS,1983,1234,52,test,Network Error,API_GATEWAY_TIMEOUT,##[section]Starting: test | Agent job on Azure Pipelines | curl -fsS https://ci-templates.dev.internal.example.com/healthz | OpenSSL SSL_connect: Connection reset by peer in connection to 10.210.36.61:4169 | ##[error]Bash exited with code 1,MEDIUM,55.7,18461,2,False,False,False,FAIL,92,31,3,0,0.341
gitlab-data-ingestion-service-security-scan,pipeline/999477/job/2362845,2026-05-04T20:01:00,GitLab CI,data/data-ingestion-service,feature/auth-jwt,25b5d7f414b18c03408c1d3703c34db853eb8c54,devops-bot,Java,ubuntu-latest,Azure,120,257,126,deploy,Configuration Error,INVALID_WORKFLOW_YAML,"Running with gitlab-runner 17.x | stage=deploy | $ make deploy | actionlint .github/workflows/deploypilot-ci.yml | .github/workflows/deploypilot-ci.yml:14:36: unexpected key ""runs_on""; did you mean ""runs-on""?",MEDIUM,43.7,12003,0,False,False,False,FAIL,12,9,11,0,0.728
gha-model-serving-platform-build-test-deploy,118000783754-1,2026-04-10T08:58:00,GitHub Actions,platform/model-serving-platform,master,de193569344b948a0321730caaf9b4b035784c24,nimal_backend,Rust,ubuntu-latest,GCP,909,126,810,build,Dependency Error,MAVEN_DEPENDENCY_RESOLUTION,Run build job on ubuntu-latest | ##[group]refs/heads/master | go mod download | verifying github.com/company/reports@v0.0.26: checksum mismatch in go.sum,HIGH,49.74,11093,3,False,False,False,FAIL,93,35,6,0,0.196
circleci-order-fulfillment-service-ci,0e0745e8-d4b1-5db7-bbf3-f384be7f0a4c,2026-05-06T01:04:00,CircleCI,commerce/order-fulfillment-service,feature/auth-jwt,a419affd030ef28a422950bc2851c3385f94f320,devops-bot,Java,windows-latest,Azure,1060,1459,743,deploy,Security Scan Failure,DEPENDABOT_ALERT,CircleCI step deploy | working_directory=~/project/order-fulfillment-service | trivy image --exit-code 1 gcr.io/internal-platform/order-fulfillment-service:a419affd | CRITICAL CVE-2024-1922 found in openssl package; fixed version available | Exited with code 1,CRITICAL,60.57,22557,0,False,False,False,FAIL,75,27,8,0,0.542
jenkins-payment-gateway-service-pr-validation,payment-gateway-service/develop#23384,2026-04-21T23:50:00,Jenkins,payments/payment-gateway-service,develop,5ab912ddc1e41155013402ec4f1a45be4e2284d2,github-actions[bot],Python,windows-latest,GCP,829,601,0,test,Test Failure,NPM_TEST_FAILED,[Pipeline] stage(test) | [Pipeline] sh | go test ./... | --- FAIL: TestAuthMiddleware (0.3s) | handler_test.go:141: got nil response body,MEDIUM,86.15,9957,0,False,False,False,FAIL,69,40,6,12,0.505
circleci-feature-store-deploy-staging,7db039d9-2969-5eab-b41f-ebefe036cb7e,2026-06-09T18:07:00,CircleCI,mlops/feature-store,release/2026.07,b495bd8b13f8fe40595d7eb194453af1b45f7159,platform_admin,Python,self-hosted-linux,AWS,963,686,0,build,Build Failure,BUILD_SCRIPT_EXIT_2,"CircleCI step build | working_directory=~/project/feature-store | docker build -t docker.io/company/feature-store:b495bd8b . | ERROR: failed to solve: process ""/bin/sh -c npm run build"" did not complete successfully: exit code: 2 | buildkit=9f2acf0b6ff2e528",MEDIUM,43.46,5692,3,False,False,False,FAIL,14,37,9,0,0.372
gha-internal-api-gateway-build-test-deploy,118001057317-3,2026-05-12T20:23:00,GitHub Actions,platform/internal-api-gateway,hotfix/urgent-rollout,986c38ba204a08bc3e5faf01dc575746a48ced69,platform_admin,Python,ubuntu-latest,On-Prem,1573,163,1119,deploy,Permission Error,GCP_IAM_DENIED,Run deploy job on ubuntu-latest | ##[group]refs/heads/hotfix/urgent-rollout | gh api repos/platform/internal-api-gateway/actions/secrets | HTTP 403: Resource not accessible by integration; GITHUB_TOKEN requires actions:write,HIGH,66.0,5682,2,False,False,False,FAIL,13,4,1,0,0.534
jenkins-mobile-backend-nightly-regression,mobile-backend/release-2026-06#25005,2026-05-06T16:36:00,Jenkins,mobile/mobile-backend,release/2026.06,54af3ffbf4e84b5b2a615780f8bd3530d713812a,devops-bot,C++,windows-latest,GCP,236,852,837,build,Security Scan Failure,TRIVY_CRITICAL_CVE,[Pipeline] stage(build) | [Pipeline] sh | snyk test --severity-threshold=high | ✗ High severity vulnerability found in spring-boot-starter-web; upgrade to patched version before release | script returned exit code 1,HIGH,64.13,13391,3,False,False,False,FAIL,52,24,5,0,0.63
jenkins-internal-api-gateway-pr-validation,internal-api-gateway/develop#30184,2026-05-25T10:12:00,Jenkins,platform/internal-api-gateway,develop,ea82529d4010d01ce151137c3e2ea4d92294c366,qa_automation,Go,macos-latest,Azure,368,299,101,build,Dependency Error,MAVEN_DEPENDENCY_RESOLUTION,[Pipeline] stage(build) | [Pipeline] sh | npm ci | npm ERR! code ETARGET | npm ERR! notarget No matching version found for pytest@9.99.9 | package-lock.json out of sync | script returned exit code 1,MEDIUM,42.69,4683,0,False,False,False,FAIL,15,3,3,0,0.282
jenkins-e2e-test-suite-deploy-staging,e2e-test-suite/dependabot-npm-and-yarn-#30145,2026-04-20T16:46:00,Jenkins,qa/e2e-test-suite,dependabot/npm_and_yarn/lodash-4.17.21,e0c1daa19ca47f6144e9e26da94d2c93897c9f54,maria_sre,Java,macos-latest,AWS,1014,1029,136,test,Network Error,REGISTRY_504,"[Pipeline] stage(test) | [Pipeline] sh | pip install requests | HTTPSConnectionPool(host='pypi.org', port=443): Read timed out. (read timeout=15)",HIGH,85.74,16367,3,False,False,False,FAIL,50,42,15,0,0.367
ado-payment-gateway-service-nightly-regression,20260604.29,2026-05-06T12:10:00,Azure DevOps,payments/payment-gateway-service,main,ebda3f2eb0ba0dcd2f98d55458f1599aeb949398,renovate[bot],NodeJS,ubuntu-latest,On-Prem,1268,1442,1175,build,Permission Error,GCP_IAM_DENIED,##[section]Starting: build | Agent job on Azure Pipelines | aws ecr get-login-password | An error occurred (AccessDeniedException): User arn:aws:sts::123456789012:assumed-role/github-actions is not authorized to perform ecr:GetAuthorizationToken,CRITICAL,45.55,21671,1,False,False,False,FAIL,62,16,3,0,0.492
gha-data-ingestion-service-release,118000765965-1,2026-04-06T00:05:00,GitHub Actions,data/data-ingestion-service,develop,1f7b455eaf1d389113ced313ae77d5c4075c9c70,github-actions[bot],NodeJS,macos-latest,GCP,1793,627,698,deploy,Permission Error,AWS_ACCESS_DENIED,Run deploy job on ubuntu-latest | ##[group]refs/heads/develop | gcloud run deploy | PERMISSION_DENIED: principal ci-deploy@project.iam.gserviceaccount.com lacks roles/run.admin | Error: Process completed with exit code 1,HIGH,38.05,21086,2,False,False,False,FAIL,24,13,7,0,0.339
gha-order-fulfillment-service-ci,118001003996-3,2026-06-02T23:59:00,GitHub Actions,commerce/order-fulfillment-service,feature/auth-jwt,5344bca1a18dbec649073dc3f2d8d62d23c798c2,nimal_backend,NodeJS,ubuntu-latest,GCP,991,305,161,deploy,Permission Error,K8S_RBAC_FORBIDDEN,Run deploy job on ubuntu-latest | ##[group]refs/heads/feature/auth-jwt | docker push docker.io/company/order-fulfillment-service:5344bca1 | denied: requested access to the resource is denied; check registry credentials,CRITICAL,49.5,20966,1,False,False,False,FAIL,37,24,5,0,0.498
gha-reporting-dashboard-release,118000830548-3,2026-04-21T15:49:00,GitHub Actions,reporting/reporting-dashboard,bugfix/payment-webhook,76e75d62e07ba5e8cff305a0aa96f8b47afd2123,github-actions[bot],Go,macos-latest,AWS,1624,1066,0,test,Test Failure,CARGO_TEST_FAILED,"Run test job on ubuntu-latest | ##[group]refs/heads/bugfix/payment-webhook | pytest -q /builds/reporting-dashboard/users/handler.go | FAILED payment.test.js::test_reports_contract - assert {""status"":""ok""} == {""status"":""error""} | short_sha=76e75d62 | Error: Process completed with exit code 1",HIGH,72.99,8035,1,False,False,False,FAIL,80,26,12,7,0.577
circleci-order-fulfillment-service-build-test-deploy,b7886a8b-d12f-5304-a759-a50ec90ba978,2026-05-22T11:18:00,CircleCI,commerce/order-fulfillment-service,master,915a7e70196715ec3cc4e01f56fcfd55b368db0f,github-actions[bot],Python,windows-latest,On-Prem,150,1299,842,build,Permission Error,GCP_IAM_DENIED,CircleCI step build | working_directory=~/project/order-fulfillment-service | aws ecr get-login-password | An error occurred (AccessDeniedException): User arn:aws:sts::123456789012:assumed-role/github-actions is not authorized to perform ecr:GetAuthorizationToken | Exited with code 1,CRITICAL,66.96,12808,2,False,False,False,FAIL,56,15,1,0,0.837
jenkins-feature-store-release,feature-store/ci-cd-proyecto#21589,2026-04-05T21:36:00,Jenkins,mlops/feature-store,ci/cd-proyecto,6b3ae64f0e8249a0288a1759edfbe584499504a5,renovate[bot],NodeJS,windows-latest,Azure,1510,1401,712,test,Resource Exhaustion,JAVA_HEAP_SPACE,[Pipeline] stage(test) | [Pipeline] sh | npm run build | FATAL ERROR: Reached heap limit Allocation failed - JavaScript heap out of memory | address=0x00c987356cc7 | script returned exit code 1,CRITICAL,87.89,12408,1,False,False,True,FAIL,36,5,9,0,0.856
circleci-payment-gateway-service-ci,3435d8fb-075b-5c80-a168-5b353af72237,2026-06-01T13:07:00,CircleCI,payments/payment-gateway-service,ci/cd-proyecto,bd50918de3cdab7346d92a30036806797dab978f,carlos_dev,Rust,macos-latest,Azure,304,104,235,build,Build Failure,RUST_E0432,"CircleCI step build | working_directory=~/project/payment-gateway-service | /workspace/payment-gateway-service/src/orders.rs:24:60: error TS2307: Cannot find module ""@company/search"" or its corresponding type declarations | Exited with code 1",MEDIUM,32.66,3360,0,False,False,False,FAIL,15,5,0,0,0.04
