pipeline_id,run_id,timestamp,ci_tool,repository,branch,commit_hash,author,language,os,cloud_provider,build_duration_sec,test_duration_sec,deploy_duration_sec,failure_stage,failure_type,error_code,error_message,severity,cpu_usage_pct,memory_usage_mb,retry_count,is_flaky_test,rollback_triggered,incident_created,result,commit_size,files_changed,warnings,tests_failed,previous_failure_rate
gha-deploypilot-ai-security-scan,118000064178-2,2025-10-16T19:39:00,GitHub Actions,devops/deploypilot-ai,release/2026.07,feef8c58a3a9b5c3910929da96738b1007a4a539,isuru_devops,NodeJS,windows-latest,AWS,300,94,207,None,None,None,Run security-scan job on ubuntu-latest | ##[group]refs/heads/release/2026.07 | dependency audit completed with no blocking vulnerabilities | status=success,None,60.2,2683,0,FALSE,FALSE,FALSE,PASS,27,6,4,0,0.004
gha-risk-scoring-service-pr-validation,118000267410-3,2025-12-05T06:18:00,GitHub Actions,risk/risk-scoring-service,release/2026.06,3a26f91700eed0905e98f5ef5a87ec50da315613,isuru_devops,NodeJS,ubuntu-latest,GCP,826,465,740,None,None,None,Run build job on ubuntu-latest | ##[group]refs/heads/release/2026.06 | artifact risk-scoring-service:3a26f917 published | all required checks passed,None,55.75,9735,2,FALSE,FALSE,FALSE,PASS,76,31,10,0,0.266
gha-deploypilot-ai-pr-validation,118000326415-2,2025-12-19T19:07:00,GitHub Actions,devops/deploypilot-ai,ci/cd-proyecto,ea8ecae4be96ebe7f57eef54cd7ab43fa38e3a9e,devops-bot,Rust,windows-latest,Azure,455,496,487,None,None,None,Run security-scan job on ubuntu-latest | ##[group]refs/heads/ci/cd-proyecto | dependency audit completed with no blocking vulnerabilities | status=success,None,59.22,279,0,FALSE,FALSE,FALSE,PASS,1,8,0,0,0.112
gha-kafka-stream-processor-deploy-staging,118000364871-1,2025-12-29T03:18:00,GitHub Actions,data/kafka-stream-processor,renovate/python-requests-2.x,8445311e4ef6fd54993cd447bb9753730a88a7b2,platform_admin,NodeJS,windows-latest,GCP,660,348,262,None,None,None,Run deploy job on ubuntu-latest | ##[group]refs/heads/renovate/python-requests-2.x | health check passed for https://kafka-stream-processor.prod.internal.example.com/healthz | deployment marked successful,None,46.61,3261,1,FALSE,FALSE,FALSE,PASS,11,8,4,0,0.311
gha-order-fulfillment-service-pr-validation,118000311773-2,2025-12-16T05:26:00,GitHub Actions,commerce/order-fulfillment-service,release/2026.06,9ea3c50ae7f23c5324d0e0c4ea5e960b605eff82,qa_automation,Python,macos-latest,Azure,512,78,480,None,None,None,Run security-scan job on ubuntu-latest | ##[group]refs/heads/release/2026.06 | dependency audit completed with no blocking vulnerabilities | status=success,None,57.35,2411,1,FALSE,FALSE,FALSE,PASS,33,6,1,0,0.116
gha-model-serving-platform-release,118000143566-3,2025-11-05T02:48:00,GitHub Actions,platform/model-serving-platform,dependabot/npm_and_yarn/lodash-4.17.21,e31910a3538410900d6052faa7c243ce6fcf48d4,devops-bot,C++,windows-latest,AWS,531,287,445,None,None,None,Run test job on ubuntu-latest | ##[group]refs/heads/dependabot/npm_and_yarn/lodash-4.17.21 | C++ unit and integration tests passed | coverage report uploaded | no deployment rollback required,None,51.33,5654,0,FALSE,FALSE,FALSE,PASS,4,2,1,0,0.056
gha-internal-api-gateway-release,118000033326-2,2025-10-09T03:52:00,GitHub Actions,platform/internal-api-gateway,feature/order-events,a77a50777ee51dc8209ea2cd99c97d31b43d8e87,dependabot[bot],Python,windows-latest,GCP,578,578,362,None,None,None,Run security-scan job on ubuntu-latest | ##[group]refs/heads/feature/order-events | dependency audit completed with no blocking vulnerabilities | status=success,None,15.69,4654,1,FALSE,FALSE,FALSE,PASS,23,9,0,0,0.132
gha-mobile-backend-security-scan,118000039838-3,2025-10-10T19:36:00,GitHub Actions,mobile/mobile-backend,dependabot/npm_and_yarn/lodash-4.17.21,a0ca4cd1ce31414312896ccc7e8affbe165f4fd1,dependabot[bot],Rust,windows-latest,GCP,188,381,425,None,None,None,Run test job on ubuntu-latest | ##[group]refs/heads/dependabot/npm_and_yarn/lodash-4.17.21 | Rust unit and integration tests passed | coverage report uploaded | no deployment rollback required,None,52.77,2385,0,FALSE,FALSE,FALSE,PASS,8,11,3,0,0.166
gha-helm-charts-pr-validation,118000978967-3,2026-05-27T20:58:00,GitHub Actions,infra/helm-charts,hotfix/urgente,59570b5914e3b4ef1e854384b58771eeea5d3b13,qa_automation,Go,macos-latest,AWS,662,1238,0,build,Build Failure,BUILD_SCRIPT_EXIT_2,"Run build job on ubuntu-latest | ##[group]refs/heads/hotfix/urgente | docker build -t ghcr.io/helm-charts:59570b59 . | ERROR: failed to solve: process ""/bin/sh -c npm run build"" did not complete successfully: exit code: 2 | buildkit=11665623c169a4a6",CRITICAL,45.68,6493,3,FALSE,FALSE,FALSE,FAIL,31,7,12,0,0.426
jenkins-search-api-nightly-regression,search-api/master#4338,2025-11-01T03:59:00,Jenkins,search/search-api,master,e4ea3bbc31adad27fb24bb8c877db76b23d40f0e,github-actions[bot],Java,self-hosted-linux,GCP,507,397,309,None,None,None,[Pipeline] stage(ci) | [Pipeline] sh | 2025-11-01 03:59:00 checkout e4ea3bbc | dependencies restored from cache | build and tests completed successfully | warning: 9 non-blocking linter warnings recorded,None,86.44,12415,1,FALSE,FALSE,FALSE,PASS,89,27,9,0,0.31
gha-risk-scoring-service-pr-validation,118000270268-1,2025-12-06T00:41:00,GitHub Actions,risk/risk-scoring-service,develop,88c802ef351c936b13ca4a23c9a9ef4a46bed87d,dependabot[bot],NodeJS,windows-latest,GCP,290,444,1,None,None,None,Run security-scan job on ubuntu-latest | ##[group]refs/heads/develop | dependency audit completed with no blocking vulnerabilities | status=success | warning: 3 non-blocking linter warnings recorded,None,56.16,4447,0,FALSE,FALSE,FALSE,PASS,31,11,3,0,0.301
gha-inventory-sync-worker-build-test-deploy,118000141470-2,2025-11-04T13:13:00,GitHub Actions,ops/inventory-sync-worker,release/2026.06,0d47cea01b9c9b6ba777d8e7c6f10466bd46c9b5,junior_juan,Python,macos-latest,None,467,32,484,None,None,None,Run build job on ubuntu-latest | ##[group]refs/heads/release/2026.06 | artifact inventory-sync-worker:0d47cea0 published | all required checks passed,None,49.3,1250,0,FALSE,FALSE,FALSE,PASS,24,6,1,0,0.002
circleci-recsys-clickthrough-service-nightly-regression,033348ac-f1a1-5da4-bc38-cb31fbc22266,2025-10-06T22:38:00,CircleCI,mlops/recsys-clickthrough-service,feature/order-events,9ebe521694cb72224bc832d6160e024903991020,dependabot[bot],Rust,macos-latest,On-Prem,649,357,408,None,None,None,CircleCI step deploy | working_directory=~/project/recsys-clickthrough-service | health check passed for https://recsys-clickthrough-service.staging.internal.example.com/healthz | deployment marked successful,None,31.38,4074,0,FALSE,FALSE,FALSE,PASS,9,2,3,0,0.016
gha-analytics-etl-deploy-staging,118000139613-1,2025-11-04T03:52:00,GitHub Actions,data/analytics-etl,ci/cd-proyecto,21430d9d5fe7ddbf32124979e37a875a50bbc45b,isuru_devops,NodeJS,self-hosted-linux,GCP,304,367,334,None,None,None,Run build job on ubuntu-latest | ##[group]refs/heads/ci/cd-proyecto | artifact analytics-etl:21430d9d published | all required checks passed,None,17.19,649,0,FALSE,FALSE,FALSE,PASS,21,4,0,0,0.006
circleci-helm-charts-ci,6438ba6d-eeec-565f-be7b-26c23d494700,2026-04-30T19:46:00,CircleCI,infra/helm-charts,hotfix/urgent-rollout,576a5193b26b57cf5461f7fe052c87822fe9698a,qa_automation,NodeJS,windows-latest,Azure,274,202,162,build,Build Failure,CMAKE_LINK_ERROR,"CircleCI step build | working_directory=~/project/helm-charts | mvn -B package | [ERROR] COMPILATION ERROR : /home/runner/work/helm-charts/helm-charts/src/billing/index.ts:[34,72] cannot find symbol class UserSession",HIGH,72.53,5395,0,FALSE,FALSE,FALSE,FAIL,17,7,1,0,0.053
gha-e2e-test-suite-security-scan,118000314873-2,2025-12-16T23:49:00,GitHub Actions,qa/e2e-test-suite,bugfix/flaky-login-test,b58621cb40ee05fb5b526d5b67dea836799c9aa5,release_manager,Go,macos-latest,On-Prem,357,350,180,None,None,None,Run deploy job on ubuntu-latest | ##[group]refs/heads/bugfix/flaky-login-test | health check passed for https://e2e-test-suite.staging.internal.example.com/healthz | deployment marked successful,None,66.37,4451,0,FALSE,FALSE,FALSE,PASS,20,13,0,0,0.167
circleci-model-serving-platform-build-test-deploy,4c4c44e6-49d9-502d-86a7-27d9f9172dda,2025-12-14T06:21:00,CircleCI,platform/model-serving-platform,release/2026.06,5761f2520e5094b64264acf8e352353aabc96f25,junior_juan,Python,macos-latest,Azure,414,334,222,None,None,None,CircleCI step test | working_directory=~/project/model-serving-platform | Python unit and integration tests passed | coverage report uploaded | no deployment rollback required | warning: 3 non-blocking linter warnings recorded,None,42.5,955,1,FALSE,FALSE,FALSE,PASS,34,10,3,0,0.252
gha-risk-scoring-service-nightly-regression,118001051987-2,2026-06-05T10:55:00,GitHub Actions,risk/risk-scoring-service,develop,eca988741bfdb8e13af443b4396622fa2e4660af,carlos_dev,Rust,macos-latest,Azure,2316,451,161,deploy,Timeout,MAVEN_DOWNLOAD_TIMEOUT,Run deploy job on ubuntu-latest | ##[group]refs/heads/develop | kubectl rollout status deployment/risk-scoring-service -n ml-prod --timeout=300s | timed out waiting for the condition | Error: Process completed with exit code 1,MEDIUM,73.21,12999,2,FALSE,FALSE,FALSE,FAIL,29,4,3,0,0.778
jenkins-push-notification-worker-ci,push-notification-worker/feature#5811,2025-11-14T09:05:00,Jenkins,mobile/push-notification-worker,feature/model-registry,1e1527db3a242d1b8bcd3642361d6a26cfb6b0a4,maria_sre,Java,windows-latest,On-Prem,645,1198,5,None,None,None,[Pipeline] stage(build) | [Pipeline] sh | artifact push-notification-worker:1e1527db published | all required checks passed,None,72.68,12579,1,FALSE,FALSE,FALSE,PASS,32,37,12,0,0.38
circleci-customer-profile-api-pr-validation,93346c68-888e-5b5a-a626-46af27f78052,2025-10-17T17:21:00,CircleCI,core/customer-profile-api,master,e5cb35b73aac5785ba84168104f0af284ea6e5de,maria_sre,Rust,ubuntu-latest,AWS,71,483,298,None,None,None,CircleCI step security-scan | working_directory=~/project/customer-profile-api | dependency audit completed with no blocking vulnerabilities | status=success | warning: 1 non-blocking linter warnings recorded,None,38.72,1789,0,FALSE,FALSE,FALSE,PASS,28,11,1,0,0.048
jenkins-helm-charts-security-scan,helm-charts/bugfix-flaky-login-test#8377,2025-12-07T15:30:00,Jenkins,infra/helm-charts,bugfix/flaky-login-test,485b6ca9cb41a3fd4dbad1333941711ffba2702c,security_scan_bot,Rust,self-hosted-linux,GCP,263,623,558,None,None,None,[Pipeline] stage(build) | [Pipeline] sh | artifact helm-charts:485b6ca9 published | all required checks passed,None,81.03,2249,0,FALSE,FALSE,FALSE,PASS,47,12,9,0,0.299
gha-push-notification-worker-build-test-deploy,118000182266-1,2025-11-14T13:30:00,GitHub Actions,mobile/push-notification-worker,main,6ad8177ca13b19d92486c1a6d16d7b910501db4a,akash_mlops,Python,windows-latest,AWS,380,229,458,None,None,None,Run build job on ubuntu-latest | ##[group]refs/heads/main | artifact push-notification-worker:6ad8177c published | all required checks passed,None,43.82,718,1,FALSE,FALSE,FALSE,PASS,33,12,0,0,0.276
jenkins-risk-scoring-service-pr-validation,risk-scoring-service/release#26362,2026-05-18T22:54:00,Jenkins,risk/risk-scoring-service,release/2026.07,ce001313da40ca86541d838b4eb812836b292c26,release_manager,Rust,ubuntu-latest,Azure,470,57,35,build,Resource Exhaustion,JAVA_HEAP_SPACE,[Pipeline] stage(build) | [Pipeline] sh | pytest tests/ | worker process was killed by signal 9 (SIGKILL); container memory limit 4096Mi exceeded | script returned exit code 1,HIGH,54.99,3585,1,FALSE,FALSE,FALSE,FAIL,10,1,2,0,0.067
gha-model-serving-platform-pr-validation,118000047969-2,2025-10-12T17:43:00,GitHub Actions,platform/model-serving-platform,release/2026.07,2fd06489122ab4e7af91cbc5d96502867e9d0dc8,sara_platform,Rust,ubuntu-latest,On-Prem,413,564,633,None,None,None,Run deploy job on ubuntu-latest | ##[group]refs/heads/release/2026.07 | health check passed for https://model-serving-platform.staging.internal.example.com/healthz | deployment marked successful | warning: 4 non-blocking linter warnings recorded,None,58.88,10234,1,FALSE,FALSE,FALSE,PASS,56,10,4,0,0.311
gitlab-auth-service-release,pipeline/989331/job/2340529,2026-04-16T12:25:00,GitLab CI,security/auth-service,feature/order-events,2ecdb0ddaa61fd1f16bfe76e399bcd2a65cda5bb,isuru_devops,Python,macos-latest,Azure,1335,249,362,deploy,Deployment Failure,ALB_TARGET_UNHEALTHY,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | helm upgrade --install auth-service charts/app -n ml-staging | Error: UPGRADE FAILED: cannot patch Deployment: spec.template.spec.containers[0].image: Invalid value 123456789012.dkr.ecr.us-east-1.amazonaws.com/auth-service:2ecdb0dd,CRITICAL,79.66,12696,4,FALSE,TRUE,TRUE,FAIL,88,14,14,0,0.31
gitlab-search-api-release,pipeline/992633/job/2347789,2026-04-22T10:44:00,GitLab CI,search/search-api,bugfix/payment-webhook,b04bf87a4711e108706b1b95e7cc6033b273e57d,nimal_backend,Java,windows-latest,On-Prem,1334,1472,469,test,Dependency Error,GO_SUM_MISMATCH,Running with gitlab-runner 17.x | stage=test | $ make test | cargo fetch | failed to select a version for `tokio` required by package search-api,MEDIUM,68.17,1706,0,FALSE,FALSE,FALSE,FAIL,66,25,5,0,0.473
gha-data-ingestion-service-pr-validation,118000344514-2,2025-12-24T04:51:00,GitHub Actions,data/data-ingestion-service,feature/pagos,48a01719309a40f9f7f5833b5971bbe8594889e3,github-actions[bot],Python,windows-latest,GCP,448,527,316,None,None,None,Run deploy job on ubuntu-latest | ##[group]refs/heads/feature/pagos | health check passed for https://data-ingestion-service.dev.internal.example.com/healthz | deployment marked successful | warning: 3 non-blocking linter warnings recorded,None,63.05,2177,0,FALSE,FALSE,FALSE,PASS,20,7,3,0,0.048
gitlab-model-serving-platform-nightly-regression,pipeline/1024286/job/2417434,2026-04-27T02:21:00,GitLab CI,platform/model-serving-platform,hotfix/urgent-rollout,4befa0070e436af8f68a163959f78f0b1b052262,security_scan_bot,Rust,macos-latest,AWS,1346,359,899,deploy,Timeout,DEPLOY_TIMEOUT,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | kubectl rollout status deployment/model-serving-platform -n platform-staging --timeout=300s | timed out waiting for the condition,HIGH,84.53,19797,4,FALSE,FALSE,TRUE,FAIL,19,32,2,0,0.349
gha-mobile-backend-nightly-regression,118000346949-2,2025-12-24T16:30:00,GitHub Actions,mobile/mobile-backend,renovate/python-requests-2.x,7496acfea5e8a25e418229828196710363a49554,carlos_dev,Java,ubuntu-latest,AWS,913,702,77,None,None,None,Run deploy job on ubuntu-latest | ##[group]refs/heads/renovate/python-requests-2.x | health check passed for https://mobile-backend.staging.internal.example.com/healthz | deployment marked successful,None,50.47,6310,1,FALSE,FALSE,FALSE,PASS,65,10,7,0,0.446
jenkins-fraud-detection-api-nightly-regression,fraud-detection-api/dependabot-npm-and-yarn-#10153,2025-12-23T15:58:00,Jenkins,platform-team/fraud-detection-api,dependabot/npm_and_yarn/lodash-4.17.21,88b50a3f3adf5b552ee8fc5705684144c1a27047,platform_admin,Go,macos-latest,On-Prem,567,554,73,None,None,None,[Pipeline] stage(test) | [Pipeline] sh | Go unit and integration tests passed | coverage report uploaded | no deployment rollback required,None,51.22,313,0,FALSE,FALSE,FALSE,PASS,13,9,4,0,0.301
gitlab-inventory-sync-worker-build-test-deploy,pipeline/1016400/job/2400091,2026-06-04T10:38:00,GitLab CI,ops/inventory-sync-worker,feature/model-registry,0ebb7f45dbce83fb5977568e2a4ee27ea2407897,github-actions[bot],Python,macos-latest,GCP,1825,718,868,deploy,Network Error,DNS_EAI_AGAIN,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | docker pull gcr.io/internal-platform/inventory-sync-worker:0ebb7f45 | received unexpected HTTP status: 504 Gateway Timeout from registry mirror 10.47.6.237 | ERROR: Job failed: exit code 1,HIGH,88.95,17167,2,FALSE,FALSE,TRUE,FAIL,57,38,2,0,0.261
ado-web-portal-ci,20260628.81,2025-12-04T12:36:00,Azure DevOps,web/web-portal,develop,a0c4b8511c0e8fdd183581284d242dfad058a08b,github-actions[bot],C++,windows-latest,Azure,396,41,316,None,None,None,##[section]Starting: deploy | Agent job on Azure Pipelines | health check passed for https://web-portal.prod.internal.example.com/healthz | deployment marked successful,None,54.96,3308,0,FALSE,FALSE,FALSE,PASS,24,12,0,0,0.19
gha-notification-service-security-scan,118000096841-3,2025-10-24T18:42:00,GitHub Actions,messaging/notification-service,main,76979bc97df6d2172f308c81afd385ee5e4d78d8,akash_mlops,C++,windows-latest,On-Prem,231,561,467,None,None,None,Run build job on ubuntu-latest | ##[group]refs/heads/main | artifact notification-service:76979bc9 published | all required checks passed | warning: 3 non-blocking linter warnings recorded,None,71.09,1940,0,FALSE,FALSE,FALSE,PASS,25,7,3,0,0.13
jenkins-helm-charts-pr-validation,helm-charts/ci-cd-proyecto#5553,2025-11-12T01:46:00,Jenkins,infra/helm-charts,ci/cd-proyecto,81b2534b038b7da262730237723e8b7d2166302a,isuru_devops,NodeJS,macos-latest,AWS,788,852,439,None,None,None,[Pipeline] stage(build) | [Pipeline] sh | artifact helm-charts:81b2534b published | all required checks passed,None,83.87,9161,2,FALSE,FALSE,FALSE,PASS,73,34,5,0,0.618
gha-ci-templates-release,118000187206-1,2025-11-15T18:53:00,GitHub Actions,devops/ci-templates,bugfix/flaky-login-test,1c3c4a783b72a4248ffc64b398e06c7c6293561b,carlos_dev,Go,self-hosted-linux,GCP,151,417,234,None,None,None,Run ci job on ubuntu-latest | ##[group]refs/heads/bugfix/flaky-login-test | 2025-11-15 18:53:00 checkout 1c3c4a78 | dependencies restored from cache | build and tests completed successfully | warning: 1 non-blocking linter warnings recorded,None,35.17,3124,1,FALSE,FALSE,FALSE,PASS,30,10,1,0,0.183
ado-ci-templates-nightly-regression,20260625.28,2026-05-29T12:53:00,Azure DevOps,devops/ci-templates,main,b77f3107f40223c3f14227894a16806c0388de56,isuru_devops,Go,macos-latest,GCP,573,224,286,test,Resource Exhaustion,NODE_HEAP_OUT_OF_MEMORY,##[section]Starting: test | Agent job on Azure Pipelines | cargo test --release | runner CPU throttled for 300s; job exceeded resource quota on self-hosted runner | ##[error]Bash exited with code 1,CRITICAL,90.37,27887,3,FALSE,FALSE,FALSE,FAIL,66,6,13,0,0.577
circleci-helm-charts-deploy-staging,8b2b8537-4d94-580a-8b13-69721958c0fb,2025-10-20T10:12:00,CircleCI,infra/helm-charts,hotfix/urgente,96aa1fcf332eac786c6eeaca116475e0ec7a73f9,maria_sre,C++,windows-latest,Azure,470,130,361,None,None,None,CircleCI step ci | working_directory=~/project/helm-charts | 2025-10-20 10:12:00 checkout 96aa1fcf | dependencies restored from cache | build and tests completed successfully,None,18.42,1544,0,FALSE,FALSE,FALSE,PASS,9,6,3,0,0.19
gha-order-fulfillment-service-build-test-deploy,118000922472-1,2026-05-14T04:00:00,GitHub Actions,commerce/order-fulfillment-service,feature/order-events,29a6813534fc122cab2c0704a58e54b1269b56e2,isuru_devops,Python,ubuntu-latest,AWS,49,406,24,test,Test Failure,JUNIT_TEST_FAILURE,"Run test job on ubuntu-latest | ##[group]refs/heads/feature-x | pytest -q /home/runner/work/order-fulfillment-service/order-fulfillment-service/tests/test_api_contract.py | FAILED integration_test.go::test_deploy_contract - assert {""status"":""ok""} == {""status"":""error""} | short_sha=29a68135",HIGH,29.72,2246,1,TRUE,FALSE,FALSE,FAIL,2,5,2,0,0.299
jenkins-billing-api-security-scan,billing-api/feature-order-events#29160,2026-05-05T11:50:00,Jenkins,finance/billing-api,feature/order-events,04935c7c1891343289e35a91ac20a03a3daba47a,maria_sre,Java,macos-latest,GCP,1146,857,322,deploy,Permission Error,SECRET_NOT_FOUND,"[Pipeline] stage(deploy) | [Pipeline] sh | pipeline step failed after retry; logs were truncated after runner output limit, final exit status=1 | repository=billing-api | script returned exit code 1",HIGH,73.99,10250,1,FALSE,FALSE,FALSE,FAIL,89,24,2,0,0.857
gitlab-e2e-test-suite-nightly-regression,pipeline/880723/job/2101584,2025-10-02T08:24:00,GitLab CI,qa/e2e-test-suite,release/2026.06,9582e31baf2ea37d2aefaf9e9f22081c13fc3410,release_manager,Java,windows-latest,AWS,469,569,494,None,None,None,Running with gitlab-runner 17.x | stage=security-scan | $ make security-scan | dependency audit completed with no blocking vulnerabilities | status=success,None,43.79,4601,1,FALSE,FALSE,FALSE,PASS,2,6,1,0,0.116
jenkins-feature-store-release,feature-store/ci-cd-proyecto#2717,2025-10-17T10:54:00,Jenkins,mlops/feature-store,ci/cd-proyecto,7a2fdc46887766c6be3cc0a372cc9dc62e28a81e,carlos_dev,Rust,windows-latest,On-Prem,465,547,262,None,None,None,[Pipeline] stage(ci) | [Pipeline] sh | 2025-10-17 10:54:00 checkout 7a2fdc46 | dependencies restored from cache | build and tests completed successfully | warning: 4 non-blocking linter warnings recorded,None,15.06,3183,1,FALSE,FALSE,FALSE,PASS,33,10,4,0,0.288
gha-customer-profile-api-deploy-staging,118000903679-3,2026-05-09T12:59:00,GitHub Actions,core/customer-profile-api,renovate/python-requests-2.x,34e150ebba6990b97825e11913299d60437fed4b,nimal_backend,Rust,windows-latest,GCP,421,253,330,build,Security Scan Failure,SEMGREP_BLOCKING_FINDING,Run build job on ubuntu-latest | ##[group]refs/heads/renovate/python-requests-2.x | trivy image --exit-code 1 gcr.io/internal-platform/customer-profile-api:34e150eb | CRITICAL CVE-2024-2237 found in openssl package; fixed version available | Error: Process completed with exit code 1,CRITICAL,52.64,15075,1,FALSE,FALSE,FALSE,FAIL,27,29,24,0,0.596
gha-push-notification-worker-nightly-regression,118000343996-2,2025-12-23T22:37:00,GitHub Actions,mobile/push-notification-worker,dependabot/npm_and_yarn/lodash-4.17.21,6dcbcff43f72d103eb0197a1d6aa24fa334320f3,github-actions[bot],Python,windows-latest,None,70,72,454,None,None,None,Run deploy job on ubuntu-latest | ##[group]refs/heads/dependabot/npm_and_yarn/lodash-4.17.21 | health check passed for https://push-notification-worker.prod.internal.example.com/healthz | deployment marked successful,None,61.22,931,1,FALSE,FALSE,FALSE,PASS,31,3,2,0,0.275
ado-order-fulfillment-service-deploy-staging,20260610.5,2025-11-06T03:54:00,Azure DevOps,commerce/order-fulfillment-service,feature/order-events,3e7cb49ddb2d77e3036dd1ccdcc868d15b141c2f,security_scan_bot,NodeJS,ubuntu-latest,GCP,749,455,400,None,None,None,##[section]Starting: ci | Agent job on Azure Pipelines | 2025-11-06 03:54:00 checkout 3e7cb49d | dependencies restored from cache | build and tests completed successfully,None,18.33,3618,0,FALSE,FALSE,FALSE,PASS,13,5,0,0,0.262
ado-customer-profile-api-security-scan,20260606.85,2025-12-07T13:14:00,Azure DevOps,core/customer-profile-api,hotfix/urgente,9054cb16500e907c5d12bca46a52b362c6cccd96,security_scan_bot,C++,ubuntu-latest,On-Prem,562,11,313,None,None,None,##[section]Starting: security-scan | Agent job on Azure Pipelines | dependency audit completed with no blocking vulnerabilities | status=success,None,25.17,5998,1,FALSE,FALSE,FALSE,PASS,15,12,0,0,0.213
gha-rag-qa-service-nightly-regression,118000259425-2,2025-12-03T10:23:00,GitHub Actions,platform-team/rag-qa-service,renovate/python-requests-2.x,9102b3531c85e4d951f84f690478add05a771ab3,github-actions[bot],Java,ubuntu-latest,AWS,244,568,67,None,None,None,Run build job on ubuntu-latest | ##[group]refs/heads/renovate/python-requests-2.x | artifact rag-qa-service:9102b353 published | all required checks passed,None,59.16,5423,0,TRUE,FALSE,FALSE,PASS,1,5,3,0,0.206
gitlab-kafka-stream-processor-security-scan,pipeline/1027652/job/2424843,2026-06-06T22:25:00,GitLab CI,data/kafka-stream-processor,dependabot/npm_and_yarn/lodash-4.17.21,6cf29b26e8989116d49602703a246b76e94dd737,isuru_devops,Python,self-hosted-linux,On-Prem,267,1037,273,deploy,Deployment Failure,IMAGE_PULL_BACKOFF,"Running with gitlab-runner 17.x | stage=deploy | $ make deploy | pipeline step failed after retry; logs were truncated after runner output limit, final exit status=1 | repository=kafka-stream-processor | ERROR: Job failed: exit code 1",CRITICAL,82.64,11346,3,FALSE,FALSE,FALSE,FAIL,24,40,9,0,0.776
ado-rag-qa-service-pr-validation,20260608.29,2026-06-06T16:51:00,Azure DevOps,platform-team/rag-qa-service,bugfix/payment-webhook,971ddd765d36b829e5c3a2985a55fe05ba79753f,isuru_devops,Python,ubuntu-latest,GCP,1438,397,1081,build,Permission Error,DOCKER_LOGIN_DENIED,##[section]Starting: build | Agent job on Azure Pipelines | docker push gcr.io/internal-platform/rag-qa-service:971ddd76 | denied: requested access to the resource is denied; check registry credentials,HIGH,59.59,5784,1,FALSE,FALSE,FALSE,FAIL,15,43,5,0,0.788
jenkins-web-portal-pr-validation,web-portal/feature-order-events#26190,2026-05-17T08:22:00,Jenkins,web/web-portal,feature/order-events,c61ab55e7b685ded84fd5fd55fa33d365cbbf531,isuru_devops,C++,ubuntu-latest,On-Prem,1399,1279,465,build,Resource Exhaustion,CPU_LIMIT_EXCEEDED,[Pipeline] stage(build) | [Pipeline] sh | cargo test --release | runner CPU throttled for 300s; job exceeded resource quota on self-hosted runner,CRITICAL,84.49,23973,1,FALSE,FALSE,FALSE,FAIL,85,39,7,0,0.432
gha-rag-qa-service-ci,118000822086-3,2026-04-19T15:55:00,GitHub Actions,platform-team/rag-qa-service,dependabot/npm_and_yarn/lodash-4.17.21,ae2da6ac434f620841d5e00fca86f5fbab6847fc,platform_admin,Java,ubuntu-latest,On-Prem,349,224,1079,build,Security Scan Failure,SNYK_VULNERABILITY,Run build job on ubuntu-latest | ##[group]refs/heads/dependabot/npm_and_yarn/lodash-4.17.21 | semgrep ci | Blocking finding: command injection risk in /home/jenkins/workspace/rag-qa-service/src/main/java/com/company/reports/Service.java:182; rule python.lang.security.audit.subprocess-shell-true | Error: Process completed with exit code 1,HIGH,46.72,10881,3,FALSE,FALSE,FALSE,FAIL,57,5,16,0,0.475
ado-data-ingestion-service-release,20260620.11,2025-12-29T22:50:00,Azure DevOps,data/data-ingestion-service,feature/pagos,ac71af61fd36a7c8353bcd82b45664b89ba592e1,github-actions[bot],C++,windows-latest,Azure,386,492,326,None,None,None,##[section]Starting: build | Agent job on Azure Pipelines | artifact data-ingestion-service:ac71af61 published | all required checks passed | warning: 1 non-blocking linter warnings recorded,None,13.75,5072,0,FALSE,FALSE,FALSE,PASS,22,3,1,0,0.318
circleci-auth-service-security-scan,e66e90d4-842b-5830-98fc-fa73428b808c,2026-04-24T22:52:00,CircleCI,security/auth-service,release/2026.07,db61be9b8bb8f91571be958b5e138f76489148c2,platform_admin,C++,macos-latest,GCP,1367,344,712,deploy,Deployment Failure,ROLLBACK_REQUIRED,CircleCI step deploy | working_directory=~/project/auth-service | health check failed after deploy: GET https://auth-service.prod.internal.example.com/healthz returned 503 from 10.100.201.44:4258; rollback requested,CRITICAL,83.9,20502,1,FALSE,FALSE,TRUE,FAIL,93,34,6,0,0.385
gha-risk-scoring-service-deploy-staging,118001107244-3,2026-05-18T05:42:00,GitHub Actions,risk/risk-scoring-service,bugfix/flaky-login-test,cec1d4015b556fe1c4dbdb120b42673c0d14c624,junior_juan,Java,ubuntu-latest,Azure,860,965,280,deploy,Configuration Error,INVALID_WORKFLOW_YAML,Run deploy job on ubuntu-latest | ##[group]refs/heads/bugfix/flaky-login-test | docker compose config | services.api.environment.SECRET_KEY contains an invalid reference; secret was not mounted in runner context,HIGH,67.44,5849,1,FALSE,FALSE,FALSE,FAIL,3,6,10,0,0.281
